0	09e93773-cb09-4bdb-b1ee-bcf339416c530	09e93773-cb09-4bdb-b1ee-bcf339416c530end	 It wound up having 7 kittens.	Dorothy went to the pet store and bought a new hamster.
0	57d1f6e1-cdbc-4df6-9841-5dba89d3e63e0	57d1f6e1-cdbc-4df6-9841-5dba89d3e63e0end	 After several Years he cleaned up, and finances his own life.	Jeremy had to move back in with his mother.
1	9bedc73a-bd04-4a08-9d93-d6da9dd339911	9bedc73a-bd04-4a08-9d93-d6da9dd339911end	 It snores like a human.	Whit doesn't sleep well.
0	c284673c-f3fd-418d-8466-cdbef246fd3b0	c284673c-f3fd-418d-8466-cdbef246fd3b0end	 Kathy cried on the way home.	Kathy took them to the store again right away.
0	32cccca4-9475-4755-8fd4-b540b70d64a00	32cccca4-9475-4755-8fd4-b540b70d64a00end	 Finally on election day, Paulo was elected to student council.	Paulo was ashamed of what he did.
1	5af45d17-34dc-4059-89bf-6ac89e4b44b51	5af45d17-34dc-4059-89bf-6ac89e4b44b51end	 Heading back in the house to get ready, she heard a familiar sound.	She had left the shower running.
1	98817db6-d3ae-4e84-9e26-e4b04a0ffb441	98817db6-d3ae-4e84-9e26-e4b04a0ffb441end	 His mother saw his face when he walked in and asked what was wrong.	Dan explained the situation and his mother was not upset.
0	cf720bea-32e6-41f3-be77-d4674b5808900	cf720bea-32e6-41f3-be77-d4674b5808900end	 They drove her to the kernel to pick one up.	Alexia cried because she wanted a cat instead.
0	65b3382b-23e1-41d4-b2cf-169da4f7d5780	65b3382b-23e1-41d4-b2cf-169da4f7d5780end	 The stock then went up to 100 dollars.	Fred regretted his stock purchase.
1	125f2ec2-b9df-4014-a5ac-08fc0e30908a1	125f2ec2-b9df-4014-a5ac-08fc0e30908a1end	 Chris felt terrible.	Chris begged for mercy.
0	2856cf71-cd17-4448-9009-2a6781d2b8f70	2856cf71-cd17-4448-9009-2a6781d2b8f70end	 Some very tall people were standing so they couldn't see a thing.	Tom and Jake enjoyed the nice view.
1	08694720-a137-4605-a125-211dce1bb3691	08694720-a137-4605-a125-211dce1bb3691end	 Then she fastened tiny diamond studs into the piercings.	Ana loved the earrings.
1	1c422263-4631-4d89-8e9f-34963938d3c91	1c422263-4631-4d89-8e9f-34963938d3c91end	 When the day of the party came, no one showed up.	Greta was very sad, but her parents cheered her up.
1	df30abcd-2e74-4880-b166-29f84b2e6b2b1	df30abcd-2e74-4880-b166-29f84b2e6b2b1end	 At breakfast the next morning, he met Bill.	They all hung out at the lake that afternoon.
1	7be7b198-e925-4349-8f62-68e6fd50994a1	7be7b198-e925-4349-8f62-68e6fd50994a1end	 When my teacher escorted me out of the class, I was happy.	When I got home I went right to bed.
1	29c6de25-7425-467d-92b8-39bdd5cc51b81	29c6de25-7425-467d-92b8-39bdd5cc51b81end	 We were amazed how quickly he chopped and didn't get cut.	He is a fantastic chef.
1	e3d73dc6-32ce-43f3-a831-0e1eb32319a81	e3d73dc6-32ce-43f3-a831-0e1eb32319a81end	 That weekend Cara then set up signs to advertise her sale.	Cara sold lots of items.
1	8a4eb9d3-411c-4b7b-90d3-fcd574d496ac1	8a4eb9d3-411c-4b7b-90d3-fcd574d496ac1end	 The team watched him play and they cheered.	Ned's skills improved as he practiced.
0	e56d5c8d-221c-4388-9a15-c38af332120c0	e56d5c8d-221c-4388-9a15-c38af332120c0end	 I screamed and ran all the way back to the main road.	I am a biologist who studies snakes.
1	ac55ff95-89fb-452d-9a58-8894d2cd49541	ac55ff95-89fb-452d-9a58-8894d2cd49541end	 She has the picture developed and sends each sister a copy.	She gawked at how much her and her sister look alike.
1	dd2f07ba-4c92-41f6-873f-480173087b361	dd2f07ba-4c92-41f6-873f-480173087b361end	 She bought three pairs.	Oliva had a great day shopping.
1	4cf23e8d-4592-4df1-a5e7-4ffe5d16c7bc1	4cf23e8d-4592-4df1-a5e7-4ffe5d16c7bc1end	 Due to him being so embarrassed by his skill and passion.	Instead of laughing, everyone applauded when Chad finally sang.
0	22f5e67b-4e12-4ba3-8649-a8b322e368110	22f5e67b-4e12-4ba3-8649-a8b322e368110end	 She was so embarrassed that she ran right out of the classroom.	Lydia wished the dream were real.
0	7077f2e6-ad0a-4c7e-b21e-cd28243d886a0	7077f2e6-ad0a-4c7e-b21e-cd28243d886a0end	 Lance took a bullet for Adam.	Lance never spoke to Adam again.
0	d4395ad3-c9ec-4e4f-805b-2a9772b8bdd30	d4395ad3-c9ec-4e4f-805b-2a9772b8bdd30end	 The TV screen cracked right down the center.	Jill got better at video games.
0	785be451-af37-4097-aec4-46dd966e69db0	785be451-af37-4097-aec4-46dd966e69db0end	 He starts playing a song.	The man did not like music.
0	0fd8d108-d8ea-4093-8a35-f51cf70fe5fc0	0fd8d108-d8ea-4093-8a35-f51cf70fe5fc0end	 Todd is not sure what to do.	Todd is proud of himself.
1	ef67c00b-6924-4145-b585-9f55a7d714a91	ef67c00b-6924-4145-b585-9f55a7d714a91end	 Her mom had gotten her a pet after all!	Betsy was really excited.
0	7afa9244-864b-4a02-9c71-bf1aaae50d1a0	7afa9244-864b-4a02-9c71-bf1aaae50d1a0end	 But both pizzas had cheese on them this time.	Sally was very happy to see cheese pizza.
0	c1460cce-a43c-4402-9e00-60fcd40d19c20	c1460cce-a43c-4402-9e00-60fcd40d19c20end	 She swats the wall with a piece of paper.	Josie loved spiders.
1	ffcd78ff-f1c4-416a-b3d7-d4f9fe32c83a1	ffcd78ff-f1c4-416a-b3d7-d4f9fe32c83a1end	 At the very end, they fell through a trick floor into a bunch of goo.	Harry wished he wouldn't have went.
1	619efeec-806f-46a5-a8a3-386f517eea5c1	619efeec-806f-46a5-a8a3-386f517eea5c1end	 He gives the kid advice and things to work on for next season.	The kid practiced all year and next year he made the team.
1	29b08f00-d2bc-47b6-966e-6da1036f069a1	29b08f00-d2bc-47b6-966e-6da1036f069a1end	 It started to rainy.	I couldn't mow the lawn.
0	7efd5758-6c1f-4c3f-a78f-474683a8a6880	7efd5758-6c1f-4c3f-a78f-474683a8a6880end	 Ben soon realized that fishing was not for him.	Ben asked his grandfather when they could go fishing next.
1	112151f0-6986-4251-aed3-2c454670a09f1	112151f0-6986-4251-aed3-2c454670a09f1end	 She got very cold.	She was happy when the power came back on.
1	19611623-a65a-4990-8803-559fdf276c3a1	19611623-a65a-4990-8803-559fdf276c3a1end	 He got the ingredients, and fixed himself a sandwhich.	Jake satiated his hunger.
1	e66d5835-6a7d-48f0-aa59-9c3bf336454c1	e66d5835-6a7d-48f0-aa59-9c3bf336454c1end	 I didn't reapply sunscreen throughout the day.	I got a sunburn.
0	701cea8d-4be7-4533-a5ae-2558ea63dd4d0	701cea8d-4be7-4533-a5ae-2558ea63dd4d0end	 He packs up a tent and goes camping for a long weekend.	Johnson was an avid outdoorsman and hiked often.
0	96ed19af-f263-4cad-b0a7-7f13484243a70	96ed19af-f263-4cad-b0a7-7f13484243a70end	 Wendy and daughter baked them into a delicious pie.	Wendy does not like apples.
1	54c85959-aa11-443a-a1d9-0d54c02b2a181	54c85959-aa11-443a-a1d9-0d54c02b2a181end	 Timmy realized he had been caught, and was not sure what to do.	He said hello and they began talking.
0	cd2880c6-3e1c-41c5-854d-3b73e2a0ebe20	cd2880c6-3e1c-41c5-854d-3b73e2a0ebe20end	 It was six and her flight left a half hour ago.	Kelly boarded the plane.
0	2562c10f-4f6a-4b80-bf78-93ce317ee1ed0	2562c10f-4f6a-4b80-bf78-93ce317ee1ed0end	 The next 8 Years, she studied science in school and college.	Patricia realized it was a big mistake.
0	952a11be-e6f9-4e0b-9b9d-2b2be66a3a540	952a11be-e6f9-4e0b-9b9d-2b2be66a3a540end	 Bored, I drove back home.	I changed the wifi password to enhance security.
0	bb17a4af-4b29-4cc9-9d3d-ffba54fbde430	bb17a4af-4b29-4cc9-9d3d-ffba54fbde430end	 Before long, all ten friends had joined in the car finding adventure.	The friends found Alycia's truck.
1	07e6627f-e1c5-4cee-9b4e-0b951d508d421	07e6627f-e1c5-4cee-9b4e-0b951d508d421end	 This news made him sad.	Tim worked hard in school to become one.
0	98254f4a-f06f-4f8e-9602-c92cb9298f330	98254f4a-f06f-4f8e-9602-c92cb9298f330end	 They were so huge and ornate!	Neil couldn't wait to get back to the hotel so he could watch TV.
0	d1857e28-aa9a-4afe-9132-ab27a84779240	d1857e28-aa9a-4afe-9132-ab27a84779240end	 He couldn't keep up with all the women.	John felt proud.
0	6acf52a2-ef62-4d9c-b1ee-4b0973e98f260	6acf52a2-ef62-4d9c-b1ee-4b0973e98f260end	 Later, the advent of the smartphone made flashlights less needed.	I hate my smartphone.
1	2fed71a3-7ba4-43b1-9ebf-b15ecbabbe621	2fed71a3-7ba4-43b1-9ebf-b15ecbabbe621end	 He went in for his interview and passed with flying colors!	He was pleased when he was given the promotion.
1	bb17a4af-4b29-4cc9-9d3d-ffba54fbde431	bb17a4af-4b29-4cc9-9d3d-ffba54fbde431end	 Before long, all ten friends had joined in the car finding adventure.	Surprise they found it on the street she parked it.
0	5a68e437-26e9-4c2c-8390-e09787adf3170	5a68e437-26e9-4c2c-8390-e09787adf3170end	 Karen was accepted but Diane was not, which was hard for both of them.	Diane decided she hated Karen more than ever before.
0	7ac83d60-7b79-4ed7-929f-520f3ab4ea7b0	7ac83d60-7b79-4ed7-929f-520f3ab4ea7b0end	 She was the only one in costume!	Julie gave Barry a hug and thanked him.
0	4516ccd1-cf8c-4ec9-a791-ef79680b6e140	4516ccd1-cf8c-4ec9-a791-ef79680b6e140end	 He assembled the lamp within five minutes.	Tim then threw the lamp away.
0	c0b47103-e22e-4a61-bff1-031c334105230	c0b47103-e22e-4a61-bff1-031c334105230end	 Since then, he's found it difficult to find a job.	Jeremy's demeanor is perfect for the workplace.
1	46a10ff0-42c4-4136-9cfe-a12661232e2d1	46a10ff0-42c4-4136-9cfe-a12661232e2d1end	 Rufus returns to the bar to get his hat.	He sees his hat hanging on moose antlers behind the bar.
0	a5dbdbe4-d1b4-4cca-abc3-437cea2b89890	a5dbdbe4-d1b4-4cca-abc3-437cea2b89890end	 Bill almost missed the ball, but he managed to hit it.	Eric hit the ball with his baseball bat.
0	a6ef24b0-8d15-442c-905b-9952779c27a10	a6ef24b0-8d15-442c-905b-9952779c27a10end	 It tells him work is cancelled because it's snowing.	Pat got in his car and drove to work.
1	1a83c1eb-7041-4040-8982-7cb0b63c9c201	1a83c1eb-7041-4040-8982-7cb0b63c9c201end	 Burke decides to try smiling.	Burke soon reverts back to being grumpy.
0	19c29a0d-7b1f-4066-8fd0-090fc6c640f50	19c29a0d-7b1f-4066-8fd0-090fc6c640f50end	 He eats the lobster with butter and corn on the cob.	Lobster was Rakesh's least favorite food.
1	027408de-1e4b-43c6-805f-6e3ecce5aa651	027408de-1e4b-43c6-805f-6e3ecce5aa651end	 I turned on the TV and a tornado warning came on!	A tornado came within 2 blocks of the house!
0	67e74211-eb19-4b3f-8c02-a71922d2f96a0	67e74211-eb19-4b3f-8c02-a71922d2f96a0end	 He went to his van and looked it up in his database.	Harold decided to throw the package away.
1	c63cf569-80b3-42a2-b42f-cf47598684d51	c63cf569-80b3-42a2-b42f-cf47598684d51end	 On his trip, he eats local food and sees amazing sights.	He has a great time in Oregon.
0	4e219458-ab81-43ad-8c03-a5e04313bb3f0	4e219458-ab81-43ad-8c03-a5e04313bb3f0end	 I used big words and tried to sound smart.	I stopped talking and went home.
0	9d05fb69-73c0-4ac5-8b23-2553b48da81c0	9d05fb69-73c0-4ac5-8b23-2553b48da81c0end	 As the teacher began handing out the quizzes, the fire alarm rang.	The kids were mad they had to be outside.
0	40677245-6688-4b07-b0d3-7df878ae75140	40677245-6688-4b07-b0d3-7df878ae75140end	 Bob was dehydrated from exerting himself.	Bob said he felt bloated from drinking too much water.
0	9c0cccf4-7008-4997-b0a6-2fadfee4fb550	9c0cccf4-7008-4997-b0a6-2fadfee4fb550end	 Eventually his neighbors do too and his neighborhood looks better.	Terry hated cleaning up.
0	70a48e6f-a798-4f68-a865-4cecdac6c2620	70a48e6f-a798-4f68-a865-4cecdac6c2620end	 He freaked out so much he screamed.	Arnold took a relaxing shower with the bat.
1	96b18874-5395-4a80-bd52-ff65d1cdc55f1	96b18874-5395-4a80-bd52-ff65d1cdc55f1end	 I was so happy when my boss offered me the new position!	I feel I deserve it.
1	518faf54-80a9-4ab0-8019-4f9b76ac419b1	518faf54-80a9-4ab0-8019-4f9b76ac419b1end	 They responded that her work hadn't been good enough.	Angie tried to discuss the issue in detail.
1	84b1b98f-1e3b-460b-92a7-ef7b8f87e76a1	84b1b98f-1e3b-460b-92a7-ef7b8f87e76a1end	 Jackson found that he loved the taste of beer.	He decided to have two.
0	9af012e3-d6c8-4a60-9f51-6379ba4467420	9af012e3-d6c8-4a60-9f51-6379ba4467420end	 She told him to check his pockets.	Darren turned off the computer.
0	81e69e5d-2cb1-4059-b497-b43577392a990	81e69e5d-2cb1-4059-b497-b43577392a990end	 Sara picked her favorite and they brought it to the counter.	Sara decided to buy a Viola instead.
0	0235d7cd-65f0-4d9d-9e4f-579b33ad77240	0235d7cd-65f0-4d9d-9e4f-579b33ad77240end	 We went to dinner and a movie.	We cursed Mama for what she'd done.
1	6010b3d4-577e-411c-908f-4e2fce71717b1	6010b3d4-577e-411c-908f-4e2fce71717b1end	 He decided it was a sign and boldly asked her out on the spot.	Jeb finally got a date after months of looking.
0	6b75107a-46e6-4c21-90fe-59869d692c970	6b75107a-46e6-4c21-90fe-59869d692c970end	 Eventually, we got pretty good.	We stopped playing in a band together.
0	8dcbc25a-c55c-4f2d-8cbf-c70df84b94900	8dcbc25a-c55c-4f2d-8cbf-c70df84b94900end	 It got really cold and we got scared.	We will have to shovel the snow.
0	35db21bf-01e3-4eb3-a3ec-98869fe342420	35db21bf-01e3-4eb3-a3ec-98869fe342420end	 His team won!	Tyler got depressed.
0	221b2d03-83ca-494d-965c-e75e4d598b490	221b2d03-83ca-494d-965c-e75e4d598b490end	 He saw the crime on the news that night.	Mike laughed hysterically.
1	65dae43e-c570-4e77-88a6-0b64479e383e1	65dae43e-c570-4e77-88a6-0b64479e383e1end	 They hung his work on the fridge for everyone to admire.	Joey felt proud of himself.
1	9f211d53-a8ce-4dbb-9962-d0a7a431775c1	9f211d53-a8ce-4dbb-9962-d0a7a431775c1end	 Hailey was told they were never going back.	Hailey cried to think that she would not see her friends.
1	8ff209b5-fb11-4a1c-9862-fec64612d00e1	8ff209b5-fb11-4a1c-9862-fec64612d00e1end	 She got a job as a tutor and had a lot of great adventures.	Flora visited her parents every Summer to tell them her stories.
1	a6faba67-1aac-48e5-95aa-4b156c96c1d81	a6faba67-1aac-48e5-95aa-4b156c96c1d81end	 They stepped in the cars and put on their seatbelts.	The ride was very fun for Maggie.
0	a77d6cba-d46b-4801-bb5c-70fc0b97800d0	a77d6cba-d46b-4801-bb5c-70fc0b97800d0end	 Eventually he got added to small shows.	Juan decided that being  luchador was a stupid aspiration.
0	46d66ed9-9b87-4bcd-90e6-9266d21015da0	46d66ed9-9b87-4bcd-90e6-9266d21015da0end	 Jaden's girlfriend came home and found the treats.	Jaden's girlfriend slapped in the face.
0	027408de-1e4b-43c6-805f-6e3ecce5aa650	027408de-1e4b-43c6-805f-6e3ecce5aa650end	 I turned on the TV and a tornado warning came on!	So I went outside to play.
0	7b95d4d5-1ee9-4f1f-9d7e-2c6ff459054b0	7b95d4d5-1ee9-4f1f-9d7e-2c6ff459054b0end	 Thankfully she was able to win the top prize.	Her parents insisted that her grandmother did most of the sewing.
0	1c8ba79c-6fc7-4e34-bd66-25a2491688fa0	1c8ba79c-6fc7-4e34-bd66-25a2491688fa0end	 Seth realizes in terror that he needs to find new work.	Seth thinks he can find a job at the air conditioning factory.
1	fb8abf7f-b0e5-4f3f-a6f8-fd43c92e17741	fb8abf7f-b0e5-4f3f-a6f8-fd43c92e17741end	 He scheduled an appointment with his doctor in a hurry.	Alex found out his blood sugar was low.
0	d96069af-cdd7-42d9-a4f2-1837b3b42d880	d96069af-cdd7-42d9-a4f2-1837b3b42d880end	 Afterwards, he started to operate on my teeth.	I left the dentist's office with a signed petition.
0	abb6f801-84a5-4f5c-8acd-41366562540b0	abb6f801-84a5-4f5c-8acd-41366562540b0end	 They got there with time to spare.	His brother yelled at him, and slammed the door.
0	2f0b9829-8c65-4cdc-a6c7-e4c5d31b517e0	2f0b9829-8c65-4cdc-a6c7-e4c5d31b517e0end	 We also made some Christmas gifts.	I did not have a good holiday season.
0	bb49eaa7-a2ea-4ca8-9ca9-838bfe384b4e0	bb49eaa7-a2ea-4ca8-9ca9-838bfe384b4e0end	 As the days went by her cooking began to slowly get better.	Martha became an expert seamstress after a while.
1	fd578a8b-fd54-45a5-916b-a607971000951	fd578a8b-fd54-45a5-916b-a607971000951end	 His mother came home and saw all the closet doors broken.	His mother was very angry.
1	b0d23a4d-9885-4428-87a5-aef0a58b89281	b0d23a4d-9885-4428-87a5-aef0a58b89281end	 She cut her forehead on a rock in the ground.	Ella had to be taken to the doctor.
1	34e043b3-9511-4589-8d32-3c91f92e03651	34e043b3-9511-4589-8d32-3c91f92e03651end	 He loved his gift from me on Christmas morning.	He used the tickets to take me to see Star Wars with him.
1	6266a3b8-2233-4bca-b648-7fcf5301040a1	6266a3b8-2233-4bca-b648-7fcf5301040a1end	 When her Dad came home she explained the situation and Dad smiled.	Trina's dad taught her how to dance.
1	9f5c5186-d29d-4914-9be6-917ae7520f5e1	9f5c5186-d29d-4914-9be6-917ae7520f5e1end	 Ben added leaves to his compost pile and waited until spring.	The next year his garden was beautiful and healthy.
0	e45e2974-a14f-4f8b-b681-ca7cb37cd2ee0	e45e2974-a14f-4f8b-b681-ca7cb37cd2ee0end	 He went to the local store and purchased a waterproof phone case.	Tim's phone became ruined when he spilled water on it.
1	2dc083b6-dcb0-4227-854d-32d8e98db2af1	2dc083b6-dcb0-4227-854d-32d8e98db2af1end	 John and Jake soon became best friends.	They both became more confident and made more friends too.
0	792e9960-ab64-4b97-a921-5f2eae24af470	792e9960-ab64-4b97-a921-5f2eae24af470end	 He decided that he wanted to start his own comic book company.	Don threw his comics in the trash.
1	f0660bda-8871-4efe-a7c1-f589a48f5def1	f0660bda-8871-4efe-a7c1-f589a48f5def1end	 Ray was happy to be the center of attention.	All his friends were jealous of his new physique.
0	cd0399d2-96c1-4a2c-a0e4-2361312a0bf80	cd0399d2-96c1-4a2c-a0e4-2361312a0bf80end	 Tom didn't understand why, but he didn't care.	He was disappointed to receive the Chemistry set.
0	cb08f9a9-81a8-46e8-a72e-22252f55a9840	cb08f9a9-81a8-46e8-a72e-22252f55a9840end	 He had a lot of fun hanging out with them.	Bill was upset at his coworkers.
0	b5225b40-7c56-4569-907e-8ac547e7ed7b0	b5225b40-7c56-4569-907e-8ac547e7ed7b0end	 After moving everything she saw a huge stain where her bed covered.	Melanie decided that the room looked perfect now.
0	d7a88126-58e6-4b96-93a1-6ad17df590640	d7a88126-58e6-4b96-93a1-6ad17df590640end	 On her graduation day, Jessica's father surprised her with tickets.	Jessica was very angry with her dad.
1	7bd16612-de11-4c7c-87b1-ed79631d8f881	7bd16612-de11-4c7c-87b1-ed79631d8f881end	 He surprise his daughter with a new savings account for her child.	His daughter now adds to it, for her daughter's college.
0	0a6db8cc-a132-4588-b5d5-2ea500b33c050	0a6db8cc-a132-4588-b5d5-2ea500b33c050end	 After joining she began playing with the girls she met online.	Eventually, she hated all men.
0	2ad983c5-5074-4d10-acca-e98b9fceb09b0	2ad983c5-5074-4d10-acca-e98b9fceb09b0end	 He hopped in his car half asleep and headed to the place.	Eric really enjoyed this new bowling alley, he realized.
1	2c2e3bc5-3cda-4c6b-9173-41e4eeaf36c71	2c2e3bc5-3cda-4c6b-9173-41e4eeaf36c71end	 Her boss lets her leave work.	Ashley went home and went to bed to get better.
0	7685e3dd-ba3b-4861-9486-ca3f13483afb0	7685e3dd-ba3b-4861-9486-ca3f13483afb0end	 Kim reminded her it was the first day, and she would improve.	She loved being bad at volleyball.
1	c5fb0b60-c8e5-482a-8995-dbda4c2f58ec1	c5fb0b60-c8e5-482a-8995-dbda4c2f58ec1end	 But he was too exhausted to try to catch the fly.	He turned on the radio to try and drown out the noise.
0	3b074fb8-11c0-4bb5-b6eb-3a1870fd0cda0	3b074fb8-11c0-4bb5-b6eb-3a1870fd0cda0end	 I looked in the oven and the chicken was ruined.	I loved the new raincoat I bought.
1	be51f295-a71c-40b3-b540-d72d0005ea9b1	be51f295-a71c-40b3-b540-d72d0005ea9b1end	 The toaster had caught fire!	He used a fire extinguisher to save the day.
0	feb5f3a2-3e9b-466c-82b0-931fec45abc70	feb5f3a2-3e9b-466c-82b0-931fec45abc70end	 I found a blue shirt that didn't stink.	I washed the blue shirt.
1	5dc94086-80d4-4196-9914-7b4d3f487c3e1	5dc94086-80d4-4196-9914-7b4d3f487c3e1end	 I found three I liked.	I bought all of them.
0	37e0e343-dc66-4f6a-a5e9-9f01fad3d6e80	37e0e343-dc66-4f6a-a5e9-9f01fad3d6e80end	 my truck got really dirty.	My truck looked so shiny afterwards.
0	aff182db-fdb7-40d4-b5e1-b7832062b4c80	aff182db-fdb7-40d4-b5e1-b7832062b4c80end	 But Ella was a foolish and insensitive girl who never practiced.	Ella then became a star piano player.
1	e450d3ff-2902-4182-96d9-eadf4e570a1a1	e450d3ff-2902-4182-96d9-eadf4e570a1a1end	 After paying the salesman as well, Jill got her new car.	Jill was excited.
1	2c417536-e136-4167-8b83-158db506485c1	2c417536-e136-4167-8b83-158db506485c1end	 Biff decided to screen a classic western himself.	He enjoyed watching the western.
1	7e5ecab4-a9c4-40e7-a61f-69d59c15b87b1	7e5ecab4-a9c4-40e7-a61f-69d59c15b87b1end	 Paula started delivering some spoken word.	Her friends applauded her poem.
0	2161aee4-5906-4e0c-967d-dff83f59a3040	2161aee4-5906-4e0c-967d-dff83f59a3040end	 We have a neighbor dog come over to play.	Our dog really enjoys having the house to himself.
0	c8a83dec-8666-4241-8637-daf8c5e9c9fd0	c8a83dec-8666-4241-8637-daf8c5e9c9fd0end	 Monica decided to knit her a scarf.	Monica knit the scarf to donate to an orphanage.
0	3448feae-19f0-4bb8-b049-53cf7082d0260	3448feae-19f0-4bb8-b049-53cf7082d0260end	 They paid for the bill and left.	The couple ordered appetizers and decided on their entrees.
1	785be451-af37-4097-aec4-46dd966e69db1	785be451-af37-4097-aec4-46dd966e69db1end	 He starts playing a song.	The flute sounded beautiful.
0	26663a1e-733a-436d-81fc-d2dc7de36f3b0	26663a1e-733a-436d-81fc-d2dc7de36f3b0end	 I explained to her the fact that I used to be a leukemia patient.	She stormed out, claiming I always changed the topic.
1	9da06a52-ae28-4a98-b5c8-aa143b89dffd1	9da06a52-ae28-4a98-b5c8-aa143b89dffd1end	 The developer asked him how tall to build the tower.	The man built the tower and it was grand.
0	7ea28324-be74-49bf-9f4e-314c874819c70	7ea28324-be74-49bf-9f4e-314c874819c70end	 His arm was hurt in the process.	Bobby passed the football for hours after the game.
0	7e38da11-bd11-4368-b640-bcda322627630	7e38da11-bd11-4368-b640-bcda322627630end	 She even had hydrotherapy sessions.	Someday, she told herself, she would get a full-body massage.
0	2c417536-e136-4167-8b83-158db506485c0	2c417536-e136-4167-8b83-158db506485c0end	 Biff decided to screen a classic western himself.	Biff hated western movies.
0	7956447f-c376-4355-9297-a9c8399f1aa50	7956447f-c376-4355-9297-a9c8399f1aa50end	 He decided to do cardio instead of lifting.	He always enjoyed a nice nap in his hammock.
0	787d6725-553a-4fe6-9878-d7e2f3c79f330	787d6725-553a-4fe6-9878-d7e2f3c79f330end	 He found one in the area that he lived.	Jack abandoned the whole idea of getting a puppy.
1	f541394c-6ab4-44e3-aa74-74830387f1a81	f541394c-6ab4-44e3-aa74-74830387f1a81end	 Tommy wasn't sure how to split the profits, so Billy helped.	They shared the money equally.
1	560de71d-f0e4-4430-b5b0-e6ceda4b9c201	560de71d-f0e4-4430-b5b0-e6ceda4b9c201end	 She went on to bid on some storage lockers and won two.	Sadly, they were both filled with junk.
1	2193129d-8583-44fe-8f38-279c317a458e1	2193129d-8583-44fe-8f38-279c317a458e1end	 But when he got to the new home, he was surprised.	Ron found that he rather enjoyed living on a farm.
0	d485e612-1b3c-4b67-a9f0-ef432ff4fcee0	d485e612-1b3c-4b67-a9f0-ef432ff4fcee0end	 Then she presented them to her mom.	Lee's mom threw the gloves at Lee and left the room.
1	571ee98d-9c86-45b2-a9ca-0745f70806991	571ee98d-9c86-45b2-a9ca-0745f70806991end	 She went to the help desk and informed them her luggage was missing.	Amy was distraught.
0	d77e10c1-a7e3-45b4-bb23-6fe136f361bc0	d77e10c1-a7e3-45b4-bb23-6fe136f361bc0end	 She got a laser hair removal treatment.	She wished it would grow back.
0	3afb1043-b5e5-4935-9d2a-819270164bec0	3afb1043-b5e5-4935-9d2a-819270164bec0end	 He was starving.	Sean eventually moved to a huge house.
